ticker,price,change_pct,volume,avg_volume,market_cap,float
AACG,0.8788,-4.4783,5647.0,231180.0,37971412.0,5976213.0
ABTC,8.32,3.6115,1414767.0,1640684.0,1013539968.0,23343815.0
ABTS,1.4175,-0.5263,2985.0,140901.0,4556476.0,2959048.0
ACH,1.08,0.0,1029465.0,1173074.0,83057080.0,56518805.0
ACTU,1.07,-6.9565,238826.0,384929.0,25695198.0,
ACXP,1.4,0.0,64542.0,123870.0,6016833.0,
ADBT,0.2323,-24.822,19718364.0,18809800.0,,50625609.0
ADCT,1.07,-3.6036,988997.0,1450374.0,136604448.0,
ADGM,0.561,-3.2759,27098.0,8304651.0,12460068.0,8408880.0
AEMD,1.53,-1.9231,102961.0,1074819.0,1088038.0,706407.0
AEON,0.3269,12.7241,30543158.0,5921808.0,16306685.0,
AERT,6.85,1.0324,14802.0,26448.0,36942288.0,
AGRZ,0.2401,1.2226,1479381.0,7185725.0,5203803.0,
AHMA,1.49,-15.8192,815839.0,2228124.0,44290252.0,2144956.0
AIB,1.39,1.4599,546690.0,1150566.0,,
AIDX,0.56,4.8493,44573.0,638343.0,7151369.0,
AIFU,10.74,-13.422,19256.0,26390.0,63642080.0,
AIIO,1.68,-6.1453,566810.0,1522800.0,199979760.0,50138705.0
AIM,0.2217,-2.2918,3238790.0,5279477.0,7872119.0,27686821.0
AIRE,1.51,1.3423,17480.0,119004.0,9066309.0,4452454.0
AIXC,0.8966,21.1294,622329.0,1303691.0,18926226.0,18558726.0
ALAR,1.92,7.8652,178484.0,241106.0,14109746.0,
ALEC,2.14,0.0,4699039.0,1092827.0,238945824.0,94313250.0
ALIT,11.96,-0.7469,370158.0,883188.0,440299744.0,
ALP,4.04,8.8949,208491.0,123671.0,6261382.0,
ALPS,0.4,3.9231,139679.0,125954.0,66560128.0,3000000.0
ALXO,1.94,2.1053,1036360.0,1279374.0,268257376.0,94732188.0
AMBR,1.08,6.9307,270482.0,402085.0,101817272.0,20719326.0
AMDD,27.3972,-2.449,577755.0,1060845.0,,
AMOD,2.24,7.177,327647.0,122185.0,11125672.0,
AMSS,0.71,-1.4163,10058.0,243532.0,8239607.0,
AMZE,0.159,-5.8615,2941173.0,4344532.0,1168371.0,
ANVS,1.12,-5.8824,1893380.0,880595.0,47718892.0,35319648.0
APRE,0.7739,-1.9387,126491.0,234519.0,9744280.0,7910129.0
APVO,1.82,-0.5464,42825.0,104575.0,3294591.0,1696320.0
AQB,1.22,15.0943,137234.0,505035.0,6279589.0,5120387.0
ARAI,0.2224,-3.3464,277856.0,524867.0,11537268.0,
ARAY,0.2502,2.963,693747.0,1315898.0,29883714.0,
ARBE,0.7836,3.2683,1468327.0,3242879.0,99833824.0,101467044.0
AREB,0.1501,0.0667,53149.0,1123332.0,4276326.0,
AREN,1.12,19.1489,16481235.0,439034.0,53323932.0,13144349.0
ASPSZ,0.1876,-4.7716,2090.0,,,
ATCH,0.1802,-0.989,853432.0,1918996.0,27090866.0,148538231.0
ATER,0.7729,-9.8133,1166071.0,1910119.0,13886624.0,13768639.0
AUID,0.4037,12.5139,203897.0,530945.0,6750001.0,
AURE,1.44,2.8571,156867.0,45374.0,54144004.0,
AUTL,1.88,-4.0816,1723255.0,1967272.0,500385568.0,33904120.0
AUUD,0.982,0.2245,112913.0,3084737.0,5698595.0,
AVX,3.93,4.9399,149454.0,40261.0,29071716.0,
AZI,1.25,2.459,29848.0,5067288.0,82937584.0,4397327.0
AZIO,1.18,0.0,84960.0,663337.0,19432060.0,13675066.0
