ticker,price,change_pct,volume,avg_volume,market_cap,float
AACG,0.8,-1.2346,1733.0,,,5976213.0
AAOG,2.39,-3.2389,3828753.0,,,
ABTC,10.2004,-0.967,1599942.0,,,23343815.0
ABTS,1.29,2.381,19839.0,,,2959048.0
ABVC,1.16,0.8696,91557.0,,,21065557.0
ACH,0.867,-0.6987,1625446.0,,,56518805.0
ACTU,0.8074,-11.0107,187227.0,,,
ACXP,1.36,2.2556,156185.0,,,5141335.0
ADBT,0.1213,-8.5908,15766398.0,,,50625609.0
ADCT,1.23,9.8214,1674009.0,,,
ADGM,0.4794,-4.6918,153630.0,,,8408880.0
AEI,0.8269,-0.3735,50975.0,,,3698993.0
AEON,0.2688,5.8268,383278.0,,,
AERT,6.9,0.7299,1020.0,,,
AGMH,0.7751,-1.8612,129626.0,,,3454390.0
AGRZ,0.2301,1.949,255205.0,,,
AHMA,1.3707,9.656,84930.0,,,2144956.0
AIB,1.36,-4.8951,694347.0,,,
AIDX,0.458,-2.5325,33376.0,,,
AIFU,8.55,-22.0602,92325.0,,,
AIIO,1.57,-2.4845,368013.0,,,50138705.0
AIM,0.2115,0.9547,3391016.0,,,27686821.0
AIMD,1.41,-3.4247,40133.0,,,2898987.0
AIRE,1.371,-2.766,50714.0,,,4452454.0
AIXC,1.37,23.4234,1061065.0,,,18558726.0
AIXI,1.86,-1.0638,1335670.0,,,866043.0
ALAR,2.02,-0.9804,140676.0,,,
ALEC,2.01,4.1451,1464172.0,,,94313250.0
ALIT,12.91,8.3963,529725.0,,,
ALLR,1.07,-8.547,181247.0,,,15793670.0
ALP,4.35,-4.6053,71050.0,,,20919358.0
ALPS,0.3999,-0.025,61264.0,,,3000000.0
ALXO,1.6,-3.6145,652783.0,,,94732188.0
AMBR,1.85,12.1212,551743.0,,,20719326.0
AMDD,22.18,-1.9885,682852.0,,,
AMOD,1.91,-2.551,23667.0,,,
AMSS,0.7845,5.8419,421560.0,,,
AMZE,0.1366,-3.8705,4152145.0,,,20505351.0
ANPA,2.0,-5.2133,25516.0,,,4391591.0
ANVS,1.2101,1.6891,1214728.0,,,35319648.0
APRE,0.7201,-2.2931,189502.0,,,7910129.0
APUS,1.8531,10.9641,131684.0,,,2047328.0
APVO,1.85,2.2099,39211.0,,,1696320.0
AQB,1.14,2.7027,259579.0,,,5120387.0
ARAI,0.2455,2.2917,621634.0,,,
ARAY,0.2301,-4.125,471082.0,,,
ARBE,0.686,-0.1891,1343063.0,,,101467044.0
ASPSZ,0.1696,5.9994,22546.0,,,
ASTI,3.12,6.8493,498936.0,,,6064539.0
ATCH,0.1902,-2.8601,1338375.0,,,148538231.0
ATER,0.6572,-1.7051,177654.0,,,13768639.0
ATTT,2.84,-3.7288,18278.0,,,5874743.0
AUID,0.41,-9.5721,375253.0,,,
AURE,1.1103,-3.4522,810048.0,,,
AUTL,2.031,4.6907,1566212.0,,,33904120.0
AUUD,1.35,0.0,1763154.0,,,
AVAT,2.23,19.2513,3941412.0,,,25546730.0
AVX,4.529,2.4661,865969.0,,,
AZI,1.2,2.5641,34683.0,,,4397327.0
AZIO,1.35,1.5038,46494.0,,,13675066.0
BAER,0.918,-1.2903,788026.0,,,44437854.0
BANL,5.37,1.8975,4312.0,,,406582.0
BAOS,0.2742,0.883,293121.0,,,1034490.0
BATL,1.0997,-4.3739,4297010.0,,,
BBLG,0.479,0.6937,53196.0,,,2755396.0
BCDA,1.0307,-4.5648,497340.0,,,8168190.0
BCTXZ,0.2,1.5744,3409.0,,,
BDMD,0.7901,-6.0411,225978.0,,,11007062.0
BDRX,0.7178,5.5743,683624.0,,,594400.0
BDTX,1.97,1.0256,743827.0,,,
BEAT,0.4201,-2.529,510491.0,,,
BEEM,1.3,-2.9851,1222089.0,,,22098037.0
BENF,0.5315,-4.5781,1970194.0,,,1182724.0
BGIN,1.91,1.0582,7261.0,,,43350299.0
BGL,0.2334,-3.2739,238175.0,,,
BGM,0.2579,0.7422,14095.0,,,
BGMS,0.9277,-2.1723,17158.0,,,5310620.0
BIOT,0.434,-2.1862,129338.0,,,28794472.0
BIOX,0.3589,-0.0279,633898.0,,,44923321.0
BIRD,2.35,-0.8439,146957.0,,,5612831.0
BIVI,1.63,0.0,199584.0,,,7477922.0
BJDX,0.9877,8.3004,4239433.0,,,4377260.0
BMEA,1.36,-20.4678,2105417.0,,,
BMRA,2.78,6.9231,42047.0,,,3972715.0
BNGO,1.8001,-1.6339,886155.0,,,10636515.0
BQ,0.8237,1.5652,217714.0,,,
BRAG,1.42,-0.6993,2771.0,,,
BRIA,1.4,-2.771,3565.0,,,20279875.0
BRLS,1.31,0.7692,4084.0,,,6468397.0
BRNX,2.3194,-3.3583,297708.0,,,23787.0
BTCS,1.65,0.9174,1931233.0,,,41632287.0
BTCT,1.2998,-7.8156,2926248.0,,,9168463.0
BTMD,1.32,-0.3774,96065.0,,,16686629.0
BTTC,0.5302,-33.2914,7739892.0,,,
BURU,1.03,0.0,2463783.0,,,
BYND,11.5,-3.5235,767597.0,,,16660937.0
BYSI,0.7463,0.8514,15700.0,,,31950100.0
BZAI,0.5724,-2.9831,2767101.0,,,98685655.0
CABR,1.31,0.7692,23851.0,,,
CALC,1.87,0.5376,96989.0,,,3790863.0
CAN,0.4055,-2.7811,11040483.0,,,
CAST,1.4,-3.4483,680660.0,,,21373718.0
CBAT,1.29,11.2069,1286842.0,,,69352956.0
CBUS,1.59,1.9231,135780.0,,,
CCG,12.9,3.9484,38487.0,,,904385.0
CCHH,0.9701,3.2021,85114.0,,,1637009.0
CCO,2.38,0.0,1647128.0,,,385297495.0
CCTG,0.5184,-1.2759,32465.0,,,3008949.0
CDIO,1.92,0.0,16042.0,,,2837687.0
CDLX,3.58,-2.7174,23271.0,,,
CDT,0.1496,-2.8571,11274407.0,,,385437.0
CDTG,1.221,0.082,117388.0,,,2766994.0
CDXS,1.39,0.7246,1039681.0,,,82348335.0
CELZ,0.9299,-7.4726,1754395.0,,,6557287.0
CETX,2.09,1.9512,29816.0,,,
CETY,1.01,6.0813,29827.0,,,9897127.0
CGTL,3.66,0.0,4415.0,,,
CHAI,0.2948,6.5029,1402564.0,,,8216706.0
CHGG,0.7488,4.0,492705.0,,,
CHMI,2.8807,1.0772,107432.0,,,36409809.0
CHOW,0.6251,7.111,209017.0,,,11033841.0
CHR,1.53,-3.1646,17039.0,,,
CHSN,1.095,1.3889,23020.0,,,
CIGL,0.4203,-2.7534,46499.0,,,34910365.0
CIRC,0.395,-6.8396,451574.0,,,
CISS,1.12,-8.9431,2064026.0,,,11792.0
CJMB,2.09,-7.1111,111925.0,,,2340178.0
CLDI,1.11,-0.2068,36244.0,,,2564822.0
CLIK,1.21,-0.8197,17514.0,,,258171.0
CLLS,1.56,3.3113,76316.0,,,46787081.0
CLPS,1.005,-1.4706,4926.0,,,12968146.0
CMMB,2.38,-4.0323,132994.0,,,
CMND,0.7861,-0.5692,69195.0,,,
CMTL,1.46,-2.6667,224153.0,,,
CNET,1.31,0.0,583.0,,,3026160.0
CNEY,0.58,6.2077,44941.0,,,
CNSY,2.0654,8.7053,185084.0,,,167159000.0
CNTB,1.2499,-5.3106,1135382.0,,,
CNTX,0.389,3.8441,538939.0,,,
COIA,10.2,0.0981,34997.0,,,
COOT,0.462,1.4938,53773.0,,,8124837.0
COSM,0.362,6.9108,5281866.0,,,
CPHI,0.67,-1.6875,162139.0,,,3300648.0
CRCG,15.72,-0.8202,2876549.0,,,
CRDF,1.33,-2.9197,518412.0,,,
CRDL,1.9176,3.0968,703428.0,,,
CRGO,1.035,-2.3585,77010.0,,,35150159.0
CRIS,0.97,-0.472,159194.0,,,1836613.0
CRNT,2.13,0.9479,330111.0,,,79493401.0
CTOR,1.07,2.3923,116991.0,,,30982094.0
CTXR,0.61,5.8109,212986.0,,,26959796.0
CUPR,1.9516,3.2593,116209.0,,,920625.0
CURV,2.42,4.3103,118821.0,,,25894431.0
CURX,4.4682,2.2471,24143.0,,,
CVKD,1.1,0.9174,73547.0,,,3142050.0
CWD,0.7414,42.8516,102475286.0,,,7980718.0
CXAI,2.52,0.3984,68164.0,,,2220769.0
CYAB,0.261,-10.0,4499915.0,,,
CYN,0.7766,2.2111,125428.0,,,14271837.0
DARE,0.85,4.9383,245518.0,,,12946692.0
DBGI,4.61,2.2173,196788.0,,,916295.0
DDC,0.2245,3.4562,8904869.0,,,33001820.0
DETX,2.16,2.6128,14936.0,,,76479868.0
DFLI,0.87,0.0,125613.0,,,
DFSC,1.18,-4.8387,80031.0,,,2457221.0
DGNX,1.52,6.2937,1133381.0,,,26107005.0
DH,0.8909,-1.0111,2344535.0,,,
DHY,1.65,-1.7857,604313.0,,,
DLXY,0.5001,-16.3573,915419.0,,,
DOGZ,0.91,2.7668,4284.0,,,2622221.0
DPU,1.56,-3.1056,19368.0,,,2865936.0
DRCT,1.6001,-5.8765,10746.0,,,750292.0
DRMA,1.15,0.0,25809.0,,,2897833.0
DSS,0.7127,-3.4936,104130.0,,,4024238.0
DTCX,2.07,0.4854,113913.0,,,31698611.0
DTSS,0.873,-9.9814,342771.0,,,6961683.0
DUO,0.6131,10.9482,265102.0,,,38529139.0
DVLT,0.1653,1.4727,52613245.0,,,679521320.0
DWTX,1.55,-3.125,128211.0,,,8726869.0
DXF,0.47,-2.6915,110704.0,,,3235956.0
DYAI,0.4006,-0.0998,194193.0,,,26975572.0
EBON,2.16,-1.8182,6871.0,,,
ECX,1.08,-1.8182,1570667.0,,,116396759.0
EHGO,0.9172,-2.3424,49854.0,,,1748910.0
EHTH,0.8899,0.045,411133.0,,,
EJH,1.2,-2.439,17530.0,,,
ELAB,4.35,-1.5837,22990.0,,,
ELME,1.74,-0.5714,624780.0,,,
ELOG,0.48,-6.7055,182869.0,,,
ENGS,2.85,0.7067,304084.0,,,
ENLV,0.6464,-6.6975,1231324.0,,,
ENSC,0.426,1.1636,200055.0,,,
EOCN,3.51,0.2857,15765.0,,,
EPOW,6.74,10.1307,21048.0,,,24064807.0
ERNA,3.87,-2.2727,14453.0,,,966716.0
ESLA,0.4947,-1.4934,62625.0,,,15139440.0
ETS,1.5845,-25.9579,346405.0,,,
EU,1.22,16.1905,11499796.0,,,191024822.0
EVGN,0.4935,6.5875,30150.0,,,
EVTL,0.7374,17.0248,9410773.0,,,83755198.0
EXFY,2.35,1.2931,365671.0,,,
FAMI,0.1448,8.2212,205002532.0,,,
FBDT,0.9358,5.1461,845512.0,,,26298479.0
FBGL,0.4989,23.6125,68393576.0,,,
FBLG,1.4,2.9412,95803.0,,,
FCHL,0.9898,-4.8269,24962.0,,,
FEAM,2.9354,18.3629,1807057.0,,,
FEMY,2.6,2.7668,73240.0,,,
FFAI,1.438,-11.7791,1671141.0,,,3788681.0
FJET,2.01,2.0305,2038028.0,,,37334597.0
FLD,0.575,-2.4597,86243.0,,,6869348.0
FLNA,0.9696,31.1156,93875876.0,,,45588160.0
FLUX,0.545,0.7766,44084.0,,,15586177.0
FMFC,0.203,-0.4414,81723.0,,,
FNGR,0.137,-3.3169,5038254.0,,,47345700.0
FRGT,0.4604,-7.9936,545227.0,,,
FRSX,1.19,-3.252,29145.0,,,
FRTT,0.9201,0.0217,101139.0,,,4285724.0
FTCI,2.64,12.8205,558877.0,,,10970029.0
FUSE,0.5899,0.6655,59504.0,,,10143696.0
GCDT,0.3337,-9.3207,230473.0,,,3387183.0
GCL,0.6878,4.2121,119451.0,,,
GDC,1.7,16.4384,17412982.0,,,4090239.0
GDHG,1.16,1.7544,119404.0,,,12547704.0
GELS,0.57,-0.1926,33439920.0,,,5150874.0
GENK,1.68,-2.3256,14516.0,,,4783448.0
GGR,2.85,1.7857,9205.0,,,17846790.0
