ticker,price,change_pct,volume,avg_volume,market_cap,float
AACG,0.83,-0.0241,12336.0,230885.0,35862848.0,5976213.0
ABTC,8.14,1.8774,1176427.0,1672731.0,991612480.0,23343815.0
ABTS,1.39,-2.7972,9350.0,137206.0,4468078.0,2959048.0
ACH,1.07,-3.6036,1243179.0,1176538.0,82288040.0,56518805.0
ACTU,0.9974,1.3927,208824.0,373170.0,23951764.0,
ACXP,1.38,1.845,55180.0,124101.0,5930878.0,
ADBT,0.1191,-5.9984,67737495.0,44031540.0,,50625609.0
ADCT,1.05,-3.6697,3316967.0,1424091.0,134051072.0,
ADGM,0.499,5.5415,185138.0,8315600.0,11083020.0,8408880.0
AEMD,1.43,-2.7211,41285.0,1076261.0,1016924.0,706407.0
AEON,0.257,-3.238,1472664.0,6574501.0,12819878.0,
AERT,6.77,-0.5874,13989.0,21041.0,36510848.0,
AGMH,0.6305,-16.7107,362961.0,233366.0,2267514.0,3454390.0
AGRZ,0.2301,-1.2446,583886.0,7214814.0,4987069.0,
AHMA,1.27,-5.2239,63074.0,802501.0,37750748.0,2144956.0
AIB,1.43,10.0,1461430.0,1102653.0,,
AIDX,0.4808,1.0509,34655.0,180209.0,6139961.0,
AIFU,10.75,12.3302,19142.0,28096.0,63701340.0,
AIIO,1.54,0.0,362302.0,1494169.0,183314784.0,50138705.0
AIM,0.212,-0.7491,2413762.0,4793911.0,8305917.0,27686821.0
AIRE,1.41,-7.8431,106489.0,117622.0,8465891.0,4452454.0
AIXC,0.9602,-6.3219,353893.0,1370404.0,20268750.0,18558726.0
ALAR,2.14,-4.8889,225049.0,253320.0,15726488.0,
ALEC,1.925,-5.4054,622260.0,1194074.0,214939568.0,94313250.0
ALIT,11.9,0.2527,429726.0,810286.0,438090880.0,
ALP,4.1,2.5,67135.0,126842.0,6354376.0,
ALPS,0.4,0.0,113161.0,130441.0,66560128.0,3000000.0
ALXO,1.76,-6.8783,821178.0,1238198.0,243367504.0,94732188.0
AMBR,1.32,11.8644,329716.0,411988.0,124443336.0,20719326.0
AMDD,27.5238,-1.5953,526125.0,1004585.0,,
AMOD,1.84,-7.0707,41197.0,129630.0,9138945.0,
AMSS,0.6558,-1.3389,37783.0,238183.0,7610612.0,
AMZE,0.1307,-2.5354,21919202.0,4467494.0,960416.0,
ANVS,1.04,-7.1429,1429650.0,910898.0,44386220.0,35319648.0
APRE,0.7305,-2.4439,186000.0,232859.0,9197825.0,7910129.0
APUS,1.6,-2.439,64285.0,75466.0,2414588.0,
